home_name,away_name,result,home_team_result,away_team_result,home_avg_odds,draw_avg_odds,away_avg_odds,season,date_start_timestamp
Chelsea,Tottenham,4:0,4,0,1.53,4.08,7.04,2013-2014,1394299800
Cardiff,Fulham,3:1,3,1,2.29,3.39,3.27,2013-2014,1394290800
Crystal Palace,Southampton,0:1,0,1,3.7,3.29,2.15,2013-2014,1394290800
Norwich,Stoke,1:1,1,1,2.24,3.2,3.58,2013-2014,1394290800
West Brom,Manchester Utd,0:3,0,3,4.56,3.57,1.85,2013-2014,1394282700
Aston Villa,Norwich,4:1,4,1,2.21,3.3,3.48,2013-2014,1393777800
Swansea,Crystal Palace,1:1,1,1,1.79,3.47,5.06,2013-2014,1393777800
Tottenham,Cardiff,1:0,1,0,1.34,5.02,10.17,2013-2014,1393777800
Southampton,Liverpool,0:3,0,3,3.64,3.58,2.05,2013-2014,1393695000
Everton,West Ham,1:0,1,0,1.49,4.29,7.4,2013-2014,1393686000
Fulham,Chelsea,1:3,1,3,7.37,4.61,1.46,2013-2014,1393686000
Hull,Newcastle,1:4,1,4,2.29,3.21,3.45,2013-2014,1393686000
Stoke,Arsenal,1:0,1,0,5.17,3.67,1.74,2013-2014,1393686000
Norwich,Tottenham,1:0,1,0,3.73,3.45,2.06,2013-2014,1393171200
Liverpool,Swansea,4:3,4,3,1.28,5.76,11.26,2013-2014,1393162200
Newcastle,Aston Villa,1:0,1,0,1.97,3.46,4.04,2013-2014,1393162200
Crystal Palace,Manchester Utd,0:2,0,2,6.21,3.95,1.59,2013-2014,1393090200
Arsenal,Sunderland,4:1,4,1,1.33,5.29,10.28,2013-2014,1393081200
Cardiff,Hull,0:4,0,4,2.92,3.12,2.66,2013-2014,1393081200
Manchester City,Stoke,1:0,1,0,1.17,7.9,17.18,2013-2014,1393081200
West Brom,Fulham,1:1,1,1,1.73,3.79,5.04,2013-2014,1393081200
West Ham,Southampton,3:1,3,1,3.51,3.38,2.18,2013-2014,1393081200
Chelsea,Everton,1:0,1,0,1.59,3.94,6.36,2013-2014,1393073100
Fulham,Liverpool,2:3,2,3,7.99,5.17,1.39,2013-2014,1392235200
Stoke,Swansea,1:1,1,1,2.8,3.09,2.77,2013-2014,1392235200
Arsenal,Manchester Utd,0:0,0,0,2.33,3.31,3.22,2013-2014,1392234300
Newcastle,Tottenham,0:4,0,4,3.04,3.38,2.4,2013-2014,1392234300
West Brom,Chelsea,1:1,1,1,7.25,4.37,1.49,2013-2014,1392148800
Cardiff,Aston Villa,0:0,0,0,2.67,3.33,2.75,2013-2014,1392147900
Hull,Southampton,0:1,0,1,2.86,3.24,2.63,2013-2014,1392147900
West Ham,Norwich,2:0,2,0,2.15,3.4,3.59,2013-2014,1392147900
Manchester Utd,Fulham,2:2,2,2,1.17,7.95,17.43,2013-2014,1391961600
Tottenham,Everton,1:0,1,0,2.19,3.35,3.48,2013-2014,1391952600
Swansea,Cardiff,3:0,3,0,1.9,3.44,4.46,2013-2014,1391880600
Aston Villa,West Ham,0:2,0,2,2.1,3.35,3.83,2013-2014,1391871600
Chelsea,Newcastle,3:0,3,0,1.22,6.54,14.73,2013-2014,1391871600
Crystal Palace,West Brom,3:1,3,1,2.57,3.18,2.98,2013-2014,1391871600
Norwich,Manchester City,0:0,0,0,8.36,5.16,1.38,2013-2014,1391871600
Southampton,Stoke,2:2,2,2,1.51,4.15,7.45,2013-2014,1391871600
Sunderland,Hull,0:2,0,2,2.34,3.18,3.38,2013-2014,1391871600
Liverpool,Arsenal,5:1,5,1,2.22,3.57,3.25,2013-2014,1391863500
Manchester City,Chelsea,0:1,0,1,2.06,3.47,3.77,2013-2014,1391457600
Arsenal,Crystal Palace,2:0,2,0,1.22,6.21,14.99,2013-2014,1391356800
West Brom,Liverpool,1:1,1,1,5.47,4.22,1.6,2013-2014,1391347800
Cardiff,Norwich,2:1,2,1,2.15,3.37,3.62,2013-2014,1391266800
Everton,Aston Villa,2:1,2,1,1.55,4.08,6.62,2013-2014,1391266800
Fulham,Southampton,0:3,0,3,3.57,3.39,2.15,2013-2014,1391266800
Hull,Tottenham,1:1,1,1,3.72,3.37,2.1,2013-2014,1391266800
Stoke,Manchester Utd,2:1,2,1,7.57,4.38,1.48,2013-2014,1391266800
Newcastle,Sunderland,0:3,0,3,1.97,3.39,4.23,2013-2014,1391258700
West Ham,Swansea,2:0,2,0,2.82,3.31,2.62,2013-2014,1391258700
Aston Villa,West Brom,4:3,4,3,2.62,3.18,2.92,2013-2014,1391024700
Chelsea,West Ham,0:0,0,0,1.17,7.7,16.5,2013-2014,1391024700
Sunderland,Stoke,1:0,1,0,2.01,3.41,4.01,2013-2014,1391024700
Tottenham,Manchester City,1:5,1,5,4.06,3.77,1.89,2013-2014,1391024700
Crystal Palace,Hull,1:0,1,0,2.47,3.09,3.22,2013-2014,1390939200
Liverpool,Everton,4:0,4,0,1.76,3.83,4.71,2013-2014,1390939200
Manchester Utd,Cardiff,2:0,2,0,1.2,6.89,15.25,2013-2014,1390938300
Norwich,Newcastle,0:0,0,0,2.57,3.32,2.88,2013-2014,1390938300
Southampton,Arsenal,2:2,2,2,3.95,3.56,1.98,2013-2014,1390938300
Swansea,Fulham,2:0,2,0,1.68,3.8,5.54,2013-2014,1390938300
West Brom,Everton,1:1,1,1,3.98,3.49,2.0,2013-2014,1390248000
Chelsea,Manchester Utd,3:1,3,1,1.68,3.84,5.44,2013-2014,1390147200
Swansea,Tottenham,1:3,1,3,3.06,3.34,2.38,2013-2014,1390138200
Liverpool,Aston Villa,2:2,2,2,1.2,7.23,14.3,2013-2014,1390066200
Arsenal,Fulham,2:0,2,0,1.2,7.33,14.75,2013-2014,1390057200
Crystal Palace,Stoke,1:0,1,0,2.23,3.25,3.52,2013-2014,1390057200
Manchester City,Cardiff,4:2,4,2,1.1,11.47,25.5,2013-2014,1390057200
Norwich,Hull,1:0,1,0,2.54,3.21,2.99,2013-2014,1390057200
West Ham,Newcastle,1:3,1,3,3.01,3.37,2.43,2013-2014,1390057200
Sunderland,Southampton,2:2,2,2,2.99,3.28,2.5,2013-2014,1390049100
Aston Villa,Arsenal,1:2,1,2,7.07,4.49,1.48,2013-2014,1389643200
Stoke,Liverpool,3:5,3,5,6.88,4.3,1.5,2013-2014,1389543000
Newcastle,Manchester City,0:2,0,2,5.6,4.15,1.6,2013-2014,1389535500
Manchester Utd,Swansea,2:0,2,0,1.56,3.97,6.57,2013-2014,1389461400
Cardiff,West Ham,0:2,0,2,2.03,3.52,3.82,2013-2014,1389452400
Everton,Norwich,2:0,2,0,1.35,5.01,9.81,2013-2014,1389452400
Fulham,Sunderland,1:4,1,4,2.14,3.33,3.69,2013-2014,1389452400
Southampton,West Brom,1:0,1,0,1.8,3.7,4.67,2013-2014,1389452400
Tottenham,Crystal Palace,2:0,2,0,1.4,4.8,8.69,2013-2014,1389452400
Hull,Chelsea,0:2,0,2,6.17,3.83,1.62,2013-2014,1389444300
Manchester Utd,Tottenham,1:2,1,2,1.67,3.92,5.37,2013-2014,1388597400
Arsenal,Cardiff,2:0,2,0,1.25,6.14,12.88,2013-2014,1388588400
Crystal Palace,Norwich,1:1,1,1,2.31,3.24,3.35,2013-2014,1388588400
Fulham,West Ham,2:1,2,1,2.35,3.35,3.18,2013-2014,1388588400
Liverpool,Hull,2:0,2,0,1.31,5.6,10.18,2013-2014,1388588400
Southampton,Chelsea,0:3,0,3,3.76,3.41,2.08,2013-2014,1388588400
Stoke,Everton,1:1,1,1,4.55,3.58,1.85,2013-2014,1388588400
Sunderland,Aston Villa,0:1,0,1,2.07,3.4,3.82,2013-2014,1388588400
West Brom,Newcastle,1:0,1,0,2.35,3.42,3.1,2013-2014,1388588400
Swansea,Manchester City,2:3,2,3,5.45,3.95,1.67,2013-2014,1388580300
Chelsea,Liverpool,2:1,2,1,2.22,3.38,3.42,2013-2014,1388332800
Tottenham,Stoke,3:0,3,0,1.44,4.47,8.08,2013-2014,1388332800
Everton,Southampton,2:1,2,1,1.93,3.47,4.25,2013-2014,1388323800
Newcastle,Arsenal,0:1,0,1,3.3,3.36,2.28,2013-2014,1388323800
Cardiff,Sunderland,2:2,2,2,2.4,3.23,3.16,2013-2014,1388251800
Aston Villa,Swansea,1:1,1,1,2.95,3.27,2.53,2013-2014,1388242800
Hull,Fulham,6:0,6,0,2.04,3.34,4.03,2013-2014,1388242800
Manchester City,Crystal Palace,1:0,1,0,1.13,9.02,22.09,2013-2014,1388242800
Norwich,Manchester Utd,0:1,0,1,5.26,3.9,1.69,2013-2014,1388242800
West Ham,West Brom,3:3,3,3,2.57,3.29,2.91,2013-2014,1388234700
